ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
4646,"Olive Oil Girls Fly-Away Taming Gel","Infused with Olive Oil and Vitamin E, alcohol-free Olive Oil Girls Fly-Away Taming Gel gives excellent hold to fly-aways around the hairline and nape with a soft, yet firm hold. It is paraben  free.

This formula moisturizes hair strands, and gives added protection from daily styling damage while imparting a healthy-looking shine.

Benefits
Holds fly-away hair in place without stiffness
Moisturizes and protects
Imparts shine
Non-greasy
Soft, but firm hold
Protects hair from styling abuse","Infused with Olive Oil and Vitamin E, alcohol-free Olive Oil Girls Fly-Away Taming Gel gives excellent hold to fly-aways around the hairline and nape with a soft, yet firm hold. It is paraben – free."," Apply around the hairline and nape. Smooth hair with a soft brush.","Olive Oil: Rich in essential fatty acids, it infuses moisture directly into the cuticle.",,Gel,both,"Naturally Straight,Curly",no,1000,632169111510,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",4.29,http://hairlibrary.com/wp-content/uploads/2014/09/Fly-Away-Taming-Gel.jpg
4648,"Fertilizing Serum","Just like plants need nutrients to help them grow, your scalp needs nutrients to help your hair grow healthy and full of life.

An intensive fertilizing serum, rich in over 14 herbal extracts, this daily-use fertilizing treatment stimulates circulation and imparts herbal nutrients to the scalp to help restore thinning hair. Fertilizing Serum is a liquid version of our Temple Balm and can be used on customers with natural hair, braids, weaves, or curly perms.

Benefits
Supports lipid (oil) production
Nourishes emerging hair shafts
Promotes circulation
Soothes nerves close to scalp
Imparts nutrient-rich vitamins and minerals
Promotes hair growth
May be used on non-chemically treated hair, natural textures, natural styles, braided hair, permanently waved hair (curly perms), hair with extensions, weaved hair and bonded hair.","Herbal Scalp Formula (Natural hair textures, braids, and weaves). A natural approach to hair &amp; scalp restoration. Here's the Secret to Our Science: Organic Root Stimulator is based on a fertilization system that uses botanical ingredients and herbal extracts in a five-stop process similar to the principles of gardening. 12 Herbal extracts &amp; vitamins exfoliate, stimulate scalp while revitalizing hair. Fertilizing Serum is an intensive herbal scalp formula that revitalizes and encourages healthy hair and scalp. Poor circulation, adverse scalp conditions, illness, hormonal imbalances, clogged hair follicles, and many other factors can inhibit the hairs ability to thrive. Fertilizing Serum delivers essential oils and vitamins to enhance the scalp condition for healthier looking hair. Phytic Acid Complex helps to exfoliate clogged pores leaving the scalp clean and supple. Sulfur-rich amino acids from horsetail, nettle and garlic fertilize the hair by delivering nutrients to the hair and scalp. Cayenne a known stimulant is infused into the serum to stimulate the hair and scalp. Essential Vitamins and Minerals of B, E, &amp; Zinc help protect and strengthen newly emerging hair. Alcohol-free. Drug-free.","    After shampooing and conditioning – Towel dry hair and scalp.
    Shake product well before use.
    Apply 2-3 drops (do not saturate) to affected area(s) only.
    Proceed with styling technique.
    Massage lightly into scalp.
    Daily Maintenance – Application is twice daily, once in the morning and once in the evening.
    Wash hands after each use.","Water Aqua, Glycerin, Cetyl Triethylmonium Dimethicone PEG-8 Phtalate, PEG-8 Dimethicone, Dimethiconol Panthenol, Garlic Extract Allium Sativum, Linoleic Acids, Linolenic Acids, Tocopherol Vitamin E , Aloe Vera Extract Aloe Barbadensis , Ascorbyl Methyl Silanol Pectinate, Phytic Acid, Paprika Extract Menthol Capsicum , Zinc Acetyl Methionate, Kola Nut Oil Cola Acuminata, Horsetail Extract Aquisetum Arvense, Nettle Extract Urtica Dioica, Hydroxyethyl Cellulose, DMDM Hydantoin, Fragrance Parfum, Citronellol, Coumarin, Eugenol, Geraniol, Hexyl Cinnamic Aldehyde, Hydroxycitronellal, D'Limonene , Linalool, Propylene Glycol, Methyl Paraben, Propyl Paraben, Propyl Paraben",,Oil,both,"Naturally Straight,Curly,Dreds,Braids",no,1000,883967805563,,"Weave,Braids,Dreds,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",10.75,http://hairlibrary.com/wp-content/uploads/2014/09/Fertilizing-Serum.jpg
4650,"Straightening & Strengthening Treatment","The HAIRepair Straightening & Strengthening Treatment by ORS is designed to strengthen and smooth the cuticle helping you achieve more manageable healthy hair with impeccable body and shine. With the help from thermal irons, our system helps to create a protective shield that locks in moisture and guards against humidity. Enriched with natural ingredients like coconut extract, aloe vera and wheat protein, our 360 styling formula allows your natural curls to return with just one shampoo, helping you to achieve the versatile styling options you desire!

Benefits
Reduces drying and styling time
Controls frizz
Contains no formaldehyde or harsh chemicals
Allows styling versatility
Excellent to seal and protect color-treated hair","Can Be Used With Relaxed & Color-Treated Hair
Locks In Moisture & Controls Frizz
Improves Drying & Styling Time
Strengthens & Protects Hair
Retains Curl Integrity","Step 1: Use Clarifying Shampoo
    Saturate hair thoroughly with warm water.
    Apply (A) clarifying Shampoo and work into a rich lather.
    Manipulate gently to avoid excessive tangling.
    Rinse hair.
    Repeat as necessary to remove dirt, oil and product residue.
    Towel blot hair. DO NOT COMB HAIR!

Step 2: Use Foam Activator
    Using a wide tooth comb, comb product from ends to scalp to detangle hair then part hair into four even sections.
    Beginning in the back section, apply 2-4 pumps of (B) Foam Activator to hair from scalp to ends.
    Comb product from ends to scalp to distribute evenly. Note: More product may be needed to coat the hair depending on the hair’s texture and density.
    Cover hair with a plastic cap and process. Fine Hair (9) Minutes, Medium Hair (12) Minutes and Coarse Hair (15) Minutes. DO NOT USE HEAT!

Step 3: Use Seal & Smooth Leave-In Conditioner
    Apply a nickel (2 cm) to a quarter size(2.5 cm) amount of the Seal & Smooth Leave-In Conditioner to each of the four sections, one section at a time.
    Slightly more or less product may be required depending on the length and density of the hair.
    Comb product through hair from scalp to ends. DO NOT RINSE HAIR!
    Using small manageable sections proceed to blow dry hair.
    Set flat iron to 340̊ to 410̊.
    In small manageable sections, flat iron hair with no more than 3 passes of the iron to each section and style hair as usual.","    Coconut Extract: readily absorbed into the hair due to its small molecular structure offering amazing hydration, which helps to reduce frizz and add shine.
    Aloe Vera: rich in allantoin, vitamin A, vitamin E and essential fatty acids that support the regeneration and balance of moisture. Aloe Vera counteracts skin irritation and protects against environmental influences.",,"Styling Object",both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,632169109982,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",24.39,http://hairlibrary.com/wp-content/uploads/2014/09/Straightening-Strengthening-Treatment.jpg
4652,"Take Command Curl Defining Creme","Helps shine, define and moisturize your curls without shrinkage

Take command of you curls with our Take Command Curl Defining Crme from ORS Curls Unleashed made with coconut oil, sweet almond oil, safflower oil and other ingredients. This product helps shine, define, and moisturize your curls without shrinkage.

This product does not flake and stretches your curls. The Take Command Curl Defining Crme also does not contain petrolatum, mineral oil, SD alcohol, or parabens. Packaging is BPA free and recyclable.

It is ideal for tightly coiled and kinky hair types.

Benefits:
Moisturizes, Shine and Defines
Helps to eliminate shrinkage by elongating curls
Non-drying and Non-clogging","Great for twists, twist outs, coiling, freestyles, shingling and up-dos. Moisturize and define your curls without shrinkage or flakes. Made with coconut, sweet almond and safflower oils and other ingredients.","    Scoop out a liberal amount of take Command™ Curl Defining Crème into the palm of your hand.
    Evenly apply throughout the hair.
    Shingle, twist out, coil or freestyle.
    You can also “cocktail” with No Boundaries™ Leave-In Conditioner.","AQUA (WATER), COCOS NUCIFERA (COCONUT) OIL, BUTYROSPERMUM PARKII (SHEA BUTTER), CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL, GLYCINE SOJA (SOYBEAN) OIL, POLYQUATERNIUM-11, CETEARYL ALCOHOL, POLYSORBATE 60, GLYCERIN,  PROPYLENE GLYCOL, PEG-12 DIMETHICONE, CYCLOMETHICONE, DIMETHICONOL, AMODIMETHICONE, C12-15 ALKYL BENZOATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, HYDROLYZED KERATIN, PANTHENOL, CARBOMER, VP/VA COPOLYMER, PENTAMETHYLHEPTANE, DIMETHICONE, DIMETHICONE CROSSPOLYMER, LAURETH 4, LAURETH 23, TRIETHANOLAMINE, TOCOPHERYL ACETATE, PARFUM (FRAGRANCE), BENZYL SALICYLATE, CITRONELLOL, CINNAMIC ALDEHYDE, HYDROXYCITRONELLAL, d-LIMONENE, LILIAL, LINALOOL, LYRAL, METHYL IONONE, DEHYDROACETIC ACID, BENZYL ALCOHOL, BHT, CI 19140 (YELLOW #5), CI 15985 (YELLOW #6).
",,Wax,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,632169112548,,"Weave,Relaxed Straight Hair ,Braids,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c"," Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",14.99,http://hairlibrary.com/wp-content/uploads/2014/09/Take-Command-Curl-Defining-Creme.jpg
4654,"Lock & Twist Gel","This specially formulated gel contains no alcohol or beeswax and will not cause flaking. It allows you to style and/or touch up your hair and is ideal for those with locks and twists.
Many consumers use beeswax or gels with alcohol and sodium hydroxide (lye) to style their hair, but these products cause problems such as dry brittle hair, build-up, flaking, and in some cases, hair thinning or hair loss. In the past the only way to get the right balance of hold and moistures was to mix different oils, gels and waxes together. The use of Lock and Twist Gel results in twists with a fabulous shine and hold.

ORS has developed a product that gives natural hold, while adding moisture and shine to the hair. ORS Lock and Twist Gel is different from other gels on the market because it does not contain alcohol or sodium hydroxide (lye).

Benefits
It doesnt dry out the hair
It doesnt cause excessive flaking
It adds moisture to the hair
Doesnt leave a sticky build-up that is often found with beeswax.","Organic Root Stimulator Lock and Twist Gel adds moisture to hair without a sticky build-up that's often found with beeswax.","To comb twist, free hand twist, or double strand twists:
    Begin by sectioning the hair for control and ease of twisting.
    Apply Lock and Twist Gel to each section as your twist. Do not apply Lock and Twist Gel to the entire head.
    Twist the hair with a comb or fingers.
    For best results, set the completed twists under a warm dryer and dry completely.","See package for product ingredients",,Gel,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,632181689660,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c"," Relaxed Straight,Permed Curly ","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.92,http://hairlibrary.com/wp-content/uploads/2014/09/Lock-Twist-Gel.jpg
4656,"Hair Building Fibers - Regular","Toppik Hair Building Fibers instantly give you the look of thicker, fuller hair. Made of natural, colored Keratin protein that is naturally statically charged, Toppik Fibers intertwine with your existing hair for a completely natural look. Toppik resists wind, rain and perspiration but removes easily with shampoo. Nine shades match virtually any hair color, hair type and ethnicity, for both women and men who have fine, thin or thinning hair.","Instantly builds the hair and provides a natural appearance
Infused with keratin protein fibers
Use on dry hair","Towel or blow-dry your hair, or allow it to air-dry completely. Toppik should be used only on dry hair. Hold the Toppik container 2-3 inches above the areas to be thickened. For targeting small spots, you may bring the container closer to the thinning area. Shake Toppik liberally over desired areas with the bottle opening facing completely downward. Don?t worry about any fibers falling into surrounding hair, they will simply disappear. ","Keratin, Ammonium Chloride, Silica, DMDM Hydantoin, May Contain: Yellow 5 (CI 15985), Yellow 5 (CI 19140), Red 22 (CI 45380), Red 33 (CI 17200), Blue 1 (CI 42090), Green 5 (CI 61570), Green 3 (CI 42053), Green 6 (CI 61565), Orange 4 (CI 15510).",,Powder,both,"Naturally Straight,Relaxed Straight,Curly",no,,667820011021,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",14.01,http://hairlibrary.com/wp-content/uploads/2014/09/Hair-Building-Fibers-Regular.jpg
4658,"Fiberhold Spray","Toppik FiberHold Spray is a fine mist that further strengthens the bond between Toppik Hair Building Fibers and fine or thinning hair, keeping Toppik in place in wind, rain and perspiration.","Perfect accompaniment to Toppik Hair Building Fibers
Increases bond between Toppik and thinning hair
Allows for complete, stay put coverage
May be brushed after it dries completely","After applying Toppik Fibers and styling, hold container 4-8 inches from hair and use short, easy sprays. May be reapplied as needed. ","SDA 40-B Alcohol, Water (Eau/Aqua), Ethyl Ester of PVM/MA Copolymer, PANTHENOL, PEG-60 Almond Glycerides, Ethylexl Methoxycinnamate, Aminomethyl Propanol, Fragrance (Parfum). Alcohol permit #SDA CA-3162. Meets current V.O.C. regulations.",,Aresol,both,"Naturally Straight,Relaxed Straight,Curly",no,,883387106417,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",10.61,http://hairlibrary.com/wp-content/uploads/2014/09/Fiberhold-Spray.jpg
4660,"Men's Hair Regrowth Treatment","This effective and reliable hair regrowth treatment from toppik is clinically proven to help regrow hair. Reactivates hair follicles to stimulate regrowth. It is easy to use with its no-touch application, the spray atomizer delivers targeted, precise dosage directly to the scalp. Its revolutionary dual locking mechanism ensures leak free travel and best of all it is tsa compliant.","This effective and reliable hair regrowth treatment from toppik is clinically proven to help regrow hair. Reactivates hair follicles to stimulate regrowth. It is easy to use with its no-touch application, the spray atomizer delivers targeted, precise dosage directly to the scalp. Its revolutionary dual locking mechanism ensures leak free travel and best of all it is tsa compliant.","Read labels, warnings, and directions before using or consuming a product ","Minoxidil 5% w/v  Inactive Ingredients: Alcohol 60% v/v, Propylene Glycol 20% v/v, Purified Water",,Aresol,male,"Naturally Straight,Relaxed Straight,Curly",no,,667820700109,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",7.99,http://hairlibrary.com/wp-content/uploads/2014/09/toppik-men-s-hair-regrowth-treatment.jpg
4662,"Women's Hair Regrowth Treatment","This effective and reliable hair regrowth treatment from toppik is clinically proven to help regrow hair. Reactivates hair follicles to stimulate regrowth. It is easy to use with its no-touch application, the spray atomizer delivers targeted, precise dosage directly to the scalp. Its revolutionary dual locking mechanism ensures leak free travel and best of all it is tsa compliant.","This effective and reliable hair regrowth treatment from toppik is clinically proven to help regrow hair. Reactivates hair follicles to stimulate regrowth. It is easy to use with its no-touch application, the spray atomizer delivers targeted, precise dosage directly to the scalp. Its revolutionary dual locking mechanism ensures leak free travel and best of all it is tsa compliant.","Read labels, warnings, and directions before using or consuming a product ","Minoxidil 2% w/v  Inactive Ingredients: Alcohol 60% v/v, Propylene Glycol 20% v/v, Purified Water",,Aresol,female,"Naturally Straight,Relaxed Straight,Curly",no,,667820700116,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",20.10,http://hairlibrary.com/wp-content/uploads/2014/09/toppik-women-s-hair-regrowth-treatment.jpg
4664,"3-in-1 Hair Renewal Shampoo","Toppik 3-in-1 Hair Renewal Shampoo gently cleanses, conditions and exfoliates the hair and scalp for the optimal environment for hair growth. This lightweight, anti-aging formula adds body, shine and density to fine and thinning hair. Keratin, Red Palm Oil and Camu Camu condition, nourish and reinforce hair from root to tip, preventing breakage. Sulfate and paraben free. Completely safe for color-treated hair.","Toppik 3-in-1 Hair Renewal Shampoo contains a shampoo, conditioner and exfoliator all in one, to help create an optimal environment for hair growth.","Read labels, warnings, and directions before using or consuming a product ","De-ionized Water, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Decyl Glucoside, Disodium Laureth Sulfosuccinate (and) Cocamidopropyl Hydroxysultaine (and) Cocamidopropyl Betaine (and) Cocamidopropylamine Oxide, Cetearyl Alcohol (and) PEG-40 Castor Oil (and) Stearalkonium Chloride, Glycol Distearate, Lauramide DEA, Tocotrienols (Tocomin), Tocopherol, Elaeis Guineensis (Palm) Oil, Fragrance, Panthenol, Lactic Acid, Keratin, Myrciaria Dubia (Camu Camu) Fruit Extract, Tetrasodium EDTA, Methylchloroisothiazolinone (and) Methylisothiazolinone, Sodium Hydroxide
",*,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,,667820200104,"Toppik, Hair Renewal Shampoo, cleanses, conditions, growth, shine, nourish, hair loss","Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",14.99,http://hairlibrary.com/wp-content/uploads/2014/09/3-in-1-Hair-Renewal-Shampoo.jpg
4666,"Hair Building Conditioner","Toppik Hair Building Conditioner gives thin, thinning or damaged hair a fuller look and feel. The nourishing complex of Keratin proteins and aloe leaves hair stronger, thicker and healthier looking. Free of sulfates and parabens.","Infused with concentrated keratin proteins,antioxidants and vitamins
Improves the thin or fine hair a thicker, fuller and healthier hair
Adds serious thickness to thinning or fine hair","Apply Toppik Conditioner to shampooed hair, focusing on ends. Leave on for 60 seconds and rinse thoroughly. Dry and style as usual. For even thicker-looking hair, follow with Toppik Hair Fattener. ","Water (Eau/Aqua), Cetyl Alcohol, Stearyl Alcohol, Cetearyl Alcohol, Glycerin, Keratin, Hydrolyzed Keratin, Panthenol, Aloe Barbadensis Leaf Extract, Equisetum Hiemale Extract, Limnanthes Alba (Meadowfoam) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Hydrolyzed Wheat Starch, Butylene Glycol, Stearalkonium Chloride, Dicetyldimonium Chloride, Polyquaternium-7, Polyquaternium-59, Silicone Quaternium-16, Undeceth-11, Undeceth-5, Butyloctanol, Ceteareth-20, Phenoxyethanol, Chlorphenesin, Fragrance (Parfum).",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,,667820200067,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Pattern Baldness,Alopecia","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",12.95,http://hairlibrary.com/wp-content/uploads/2014/09/Hair-Building-Conditioner.jpg
4668,"Colored Hair Thickener","Fullmore Colored Hair Thickener is a colored spray that instantly makes thinning hair look thick and full. It fills out thinning areas and makes bald spots completely disappear. It is also recommended to touch up gray hair and to darken roots between colorings. Fullmore won&#39;t flake or rub off.","Fullmore Colored Hair Thickener covers bald spots and thinning areas for men and women and adds texture and body while it covers.","Apply onto to dry hair. Part your hair away from thinning area. Shake well. Hold 4-8 inches from your hair and spray evenly until the thinning area is completely covered. Apply your favorite hair spray to bond Fullmore to your hair. Style your hair by brushing or combing gently. To amplify the thickness of the hair, repeat steps 2 and 3. Fullmore can be removed easily with shampoo.","Dimethyl Ether, Alcohol Denat., Propylene Glycol, VP/VA Copolymer, Water (Eau/Aqua), PEG-75 Lanolin. May contain: Aluminum Powder, Aluminum Starch Octenylsuccinate, Silica, Iron Oxides (CI 77492, CI 77491, CI 77489), Titanium Dioxide (CI 77891), Mica (CI 77019).",,Aresol,both,"Naturally Straight,Relaxed Straight,Curly",no,,667820022089,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Pattern Baldness,Alopecia,Grey Hair","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",16.00,http://hairlibrary.com/wp-content/uploads/2014/09/Colored-Hair-Thickener.jpg
4670,"Voluptuous Volume Spray Mousse","Give your locks a blast of sexy and pump up the volume instantly! Push it up to the next level of irresistibly sexy with gt2b 2sexy voluptuous volume SPRAY MOUSSE.","This sprayable styling mousse allows precise application to pump up your hair straight from the roots for that showstopping big volume boost. Go ahead, be naughty about sexy style!","Shake can well, hold it upright and spray into damp roots or on hands
in short bursts. Work through hair starting at the roots then style as desired. For x-tra voluptuous styles blow dry hair upside down while using a round brush.","See package for product ingredients",,Foam,both,"Naturally Straight,Curly",no,1000,052336902152,,"Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Permed Curly ,None","Pattern Baldness",thin,"African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",5.99,http://hairlibrary.com/wp-content/uploads/2014/09/Volumizing-Spray-Mousse.jpg
4672,"Gloss'n Define Curling Mousse","Boost your bounce and whip your curls into shape with gt2b kinkier gloss n define CURLING MOUSSE. This weightless CURLING MOUSSE helps define your locks and control unruly frizz. Take charge of your wild wave and flaunt silky smoother spirals with endless definition and shine.","Boost your bounce and whip your curls into shape with göt2b kinkier gloss ‘n define curling mousse. This weightless curling mousse helps define your locks and control unruly frizz. Take charge of your wild waves and flaunt silky smooth spirals with endless definition and shine.","Shake well before use. Dispense a generous amount of foam into palm of hand. Work through towel-dried hair. Style as desired.","Aqua (Water), Isobutane, Polyquaternium-46, Propane, VP/VA Copolymer, Cocotrimonium Methosulfate, PEG-40 Hydrogenated Castor Oil, Laureth-4, Panthenol, PEG-8 Methicone, Benzophenone-4, Phenoxyethanol, Methylparaben, Parfum (Fragrance), Limonene, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Hydroxycitronellal.",,Foam,both,"Naturally Straight,Curly",no,1000,052336331655,"Got2b, Gloss'n Define Curling Mousse","Braids,Dreds,Permed/Texturized Hair,Naturally Curly Hair","Very Short,Short,Medium,Long,Very Long","2c,3a,3b,3c,4a,4b,4c","Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",4.85,http://hairlibrary.com/wp-content/uploads/2014/09/glossn-define-Curling-Mousse.jpg
4674,"Calm &amp; Shine Styling Oil","Do dreams of luscious locks seem like a far away place? Dare to got here with new gt2b oil-licious calm &amp; shine STYLING OIL. Calm frazzled hair with our Tripple Oil Complex that instantly absorbs, helps de-volumize hair and imparts delicious shine!","Do dreams of luscious locks seem like a far away place. Date to get here with new Got2b oil vicious calm and shine styling oil. Calm frazzled hair with our triple oil complex that instantly absorbs, helps de-volumize hair and imparts delicious shine.","Apply to damp or dry hair and style as usual.","See package for product ingredients",,Oil,both,"Naturally Straight,Curly",no,1000,05233699632,"Got2b, Calm & Shine Styling Oil, defrizzing oil","Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",5.75,http://hairlibrary.com/wp-content/uploads/2014/09/calm-shine-Styling-Oil.jpg
4676,"Flat Iron and Blow Dry Lotion","Works with the heat of your blow dryer and flat iron to deliver long-lasting, smooth hair that resists returning to its natural wave or curl. gt2b crazysleek FLAT IRON &amp; BLOW DRY LOTION provides thermal protection against high-heat appliances. Salon-quality proteins and amino acids act as inner smoothing system and help hair resist humidity, frizz and breakage. Lightweight lotion spray wont flake or leave build up on your flat iron. Lock that chic sleek 4 days long!","Works with the heat of your blow dryer and flat iron to deliver long-lasting smooth hair that resists curling. Provides thermal protection.","Remove lock from sprayer. Spray on towel dried hair, distribute evenly. Blow-dry completely, then flat iron. Lock that chic sleek style into place with göt2b crazysleek Shine Lock.","Aqua/Water/Eau (Water), Cyclomethicone (Pentamer), Cyclopentasiloxane, Polyquaternium 37, Hydrolyzed Wheat Protein PG Propyl Silanetriol, Keratin Amino Acid, Panthenyl Hydroxypropyl Steardimonium Chloride, Dimethicone, Propylene Glycol, PEG/PPG 18/18 Dimethicone, Propylene Glycol Dicaprylate/Dicaprate, Polyquaternium 11, PPG 1 Trideceth 6, Cetrimonium Chloride, Ethylhexyl Methoxycinnamate, Methylparaben, Propylparaben, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Perfume (Fragrance), Limonene, Citral, CI 15510 (Orange 4)",,Liquid,both,"Naturally Straight,Curly",no,1000,885843446600,"Got2b, Flat Iron and Blow Dry Lotion, heat protectant","Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",19.95,http://hairlibrary.com/wp-content/uploads/2014/09/Flat-Iron-and-Blow-Dry-Lotion.jpg
